,r_user_degree,r_avg_pop_choice,r_avg_aud_omni
Jon-E-Fresh,2.0,2729.0,26.080706179066834
CriptonJames,9.0,4155.375,25.595798707333472
atc67,1.0,6881.0,23.663337430854334
rezensor,4.0,1802.5,26.65885903275407
mashimaronyappy,19.0,3211.4375,25.950381446119263
Iceclipper,37.0,3032.3214285714284,26.045314956742562
DyGyg,1.0,3530.0,25.758522727272727
Partridge,4.0,5806.333333333333,24.35764663999576
Iamiki,18.0,3577.5882352941176,25.729157225843803
gABBY25,4.0,4705.0,25.371437320797718
NegativeCrap,3.0,4486.0,25.34935115763053
NicoSchndr,3.0,2982.0,26.055465464733167
Antoine_Faucon,15.0,5035.909090909091,25.016047996479085
AlexPlaning,3.0,1853.3333333333333,26.96368020736998
Airyume,1.0,2238.0,26.66
ATVISiN,17.0,3114.785714285714,25.976946153998473
Cazkade,1.0,4037.0,25.60911074740862
xSVTx,2.0,5616.0,24.48516527962126
Mariih,49.0,3190.5675675675675,25.955416870365564
NiMareQ,21.0,3064.4666666666667,25.864138175995702
sf_green,41.0,3042.285714285714,26.055016111138276
lug00ber,26.0,4157.5625,25.497737671111942
nes_impress,3.0,5340.0,24.954942110520665
until_i_awake,7.0,3027.25,26.101392539392172
outlanda,2.0,5857.0,24.63163766957488
mahafeitosa,1.0,2281.0,26.865641025641025
Thrasherkiller,1.0,510.0,27.600671140939596
Intentionally8,13.0,2749.6,26.219929358276545
lalathijau,9.0,5102.333333333333,24.836659576235817
Chris84GIBID,4.0,3527.0,25.862291230889316
OlDirtyHank,7.0,2511.8571428571427,26.231177387189177
CorpseGrinder87,40.0,3354.4666666666667,26.07304037555936
Z-Finish,4.0,3326.3333333333335,25.75106883542743
AshkAnPrinCe,7.0,5546.0,24.576795287625952
FlexFrequency,23.0,3328.9285714285716,26.09741868360547
singaboutme,16.0,3533.2,25.92067032364539
kodisha,6.0,2620.1666666666665,26.39985907123224
WonderKid98,2.0,6987.0,23.73551486927332
Gabrielccosta,32.0,3978.1304347826085,25.55259638999903
rafilds,5.0,2540.8,26.2968405347191
BroODdeR,25.0,3542.8823529411766,25.754858286367483
JMFG2112,1.0,5616.0,24.578053435114505
Qrock001,2.0,7126.5,23.717769318098966
kedziorus-1989,1.0,523.0,27.05
realLaughingMan,6.0,1746.5,26.848085664047247
GeorgeLB2,4.0,3878.25,25.615902623113076
DSBlackValor,12.0,3589.2727272727275,25.603237165731002
selfmadegirl,23.0,3258.1428571428573,26.028441996495584
hatoppoppo,4.0,3253.0,25.956756065477933
Sorryikilledyou,1.0,6040.0,24.218573446327685
Petahhhh,15.0,3241.0,25.998006920116584
lazymanc,1.0,2524.0,26.576692768309535
cenin9,40.0,2447.970588235294,26.36129215434387
Miguelaabad,1.0,301.0,26.9296875
waltandmartha,2.0,4520.0,24.986724595703595
kjackroyd,2.0,6881.0,23.663337430854334
johnscotchmer,7.0,2735.5714285714284,26.223723315023758
deedirty,18.0,3015.875,26.152944258708494
funtom,28.0,3384.076923076923,25.925935364109527
Eddie_T_Head,14.0,3074.0,26.032973347151653
ananixon,4.0,6235.333333333333,24.131018579173737
-rain-,24.0,3047.095238095238,25.86975837902631
firwrks,3.0,5316.666666666667,24.833759048112782
The-NazZ,42.0,3711.28125,25.75971474093207
unclosed,17.0,4014.6428571428573,25.531536340910566
MythCathexis,31.0,4037.64,25.525091217661984
marcomorrone71,2.0,10011.0,22.1287983596805
thebigmarvinski,2.0,4486.5,25.17571199999037
Drewnobrody,5.0,1382.6666666666667,26.807977608695822
icedsky,4.0,4349.5,25.24160339054748
zjemily,17.0,3467.0714285714284,25.843148897018114
JiJaJonny,24.0,3367.3888888888887,25.952052900716488
Patrickskate,1.0,2990.0,26.048179059180576
VOODsauro,9.0,5180.25,24.910422069796564
liperuf,4.0,3836.6666666666665,25.507648527361074
otti1894,1.0,4030.0,25.61872270742358
Squirrel_FM,34.0,3202.28,25.91168307056173
nikzaf,32.0,3518.72,25.7421539422087
MarcosVini92,1.0,691.0,27.280434782608694
yagotVEVO,2.0,7184.0,23.743612940680585
pup_zemli,42.0,3091.212121212121,26.031129646786717
rupturerapture,26.0,3242.4285714285716,25.978046896240897
zax4,5.0,1786.5,27.198790056540652
Pinkeboo,7.0,5666.571428571428,24.47038046222097
cassiomarques,5.0,3754.4,25.347230053731714
koajazzz,12.0,3684.285714285714,25.49658237987638
structurefall,1.0,5240.0,25.001438848920863
UncleFunker,4.0,756.3333333333334,27.0005178800956
petestew,4.0,5196.5,25.304348452241996
Cioaca,9.0,3938.0,25.53441466625486
G3orgeTana,3.0,3885.0,25.535309475618877
neuro1,2.0,1784.0,27.512593601089176
_gedi,12.0,1771.0,26.95626698737908
grossy2,9.0,3864.0,25.59169491889337
deanopatoni,5.0,3443.5,26.024587462641144
snoozebutton,42.0,3176.285714285714,25.95272097028612
maximbalabin,1.0,3641.0,25.96315468940317
Deusdictum,41.0,3276.285714285714,25.980960341452622
lost-in-space,10.0,2915.4285714285716,26.183338284618507
tumkir,44.0,2894.1111111111113,26.112365242421202
Jimmy_Cocaine,2.0,3530.0,25.758522727272727
1x0r,22.0,3108.315789473684,26.051986926269635
Karlam77,3.0,4087.6666666666665,25.34786682773102
leinonlein,23.0,3671.75,25.745170965277065
BabyBoy9,2.0,8440.0,22.839627329192545
kinghellsfire,1.0,1032.0,26.86985391766268
mysaku,20.0,3507.133333333333,25.658599882751982
wayno52,2.0,6019.5,24.253506122660404
asamon,2.0,5185.0,24.666895604395606
raaaalphs,3.0,3482.5,25.777158280728916
levifig,1.0,4030.0,25.61872270742358
BadBob1951,3.0,6334.333333333333,24.15059055779932
PUSSYTIVITETEN,5.0,3488.75,25.899621706664536
Pfayal,4.0,3353.25,26.094550822369463
tom_dnb,7.0,4558.5,25.09053082880145
Bianco215,1.0,8440.0,22.839627329192545
mintbytes,3.0,4970.0,24.872794353093333
hazelek,43.0,3499.0967741935483,25.78283960421354
SomePopFan,6.0,1695.0,27.475053173720703
viciousadmirer,1.0,1361.0,26.862559241706162
barbara_efi,2.0,964.5,26.676427544418196
VINT13,43.0,3076.3548387096776,25.975201038661602
Zarec,36.0,3737.7096774193546,25.687403703062458
crazydiamond129,2.0,6881.0,23.663337430854334
falka_pp,3.0,5735.0,23.3782914947478
ghostknight,9.0,3680.625,25.73726196749117
Delinko,7.0,5277.166666666667,24.70845425657437
diherte,1.0,3144.0,25.97879223580158
inaudible_man,28.0,4343.625,25.2337062618555
queenxjane,2.0,3334.0,26.147386172006744
K-dowg,21.0,3607.176470588235,25.746610859654126
Stammzelle,8.0,4280.714285714285,25.19393235108606
RKSimon,16.0,2069.3333333333335,26.81051670508967
SonicDiablo16,1.0,1784.0,27.512593601089176
AdrianoThrasher,5.0,5192.0,25.02018870378915
Rooneil,5.0,3559.25,25.363989912095896
pierben,13.0,2403.4,26.192461485252597
denseacat,3.0,1682.0,26.86819122053759
digger2uk,3.0,4935.666666666667,25.335080021960323
katatsumuri99,6.0,1604.4,26.912366098291244
wiiz,1.0,4935.0,25.089591567852437
abbath2904,2.0,1488.0,27.197855124582585
andrewjackson,1.0,5784.0,24.502773668639055
pegasuss90,2.0,7530.5,23.5785993505172
MaybeSomeday90,18.0,4225.133333333333,25.324675268961883
StellaMaris23,2.0,3300.0,25.879158180583843
sonomusicgroup,9.0,3876.1111111111113,25.42498566967072
eab750,5.0,5482.0,24.70816004875104
the_final_chasm,34.0,3366.0434782608695,25.775286374786333
mxdurza,8.0,4671.166666666667,24.740072366561417
aurelio_,1.0,2033.0,26.797169811320753
antigeist,4.0,4069.0,25.504474000270775
geischa,12.0,6079.142857142857,24.21846747531838
cobold0815,39.0,2795.451612903226,26.186780723985382
gum_on_shoe,1.0,5240.0,25.001438848920863
Smut,6.0,3731.0,25.550963414463993
Enner,15.0,3973.785714285714,25.617886459803746
hickorywind,39.0,3189.1875,25.98214453537106
Sesquideus,5.0,5501.5,24.472844152593463
PlanetRick,9.0,2332.0,26.70497610336187
mrSux,38.0,3072.032258064516,25.94391713740922
nekowoodawn,45.0,2854.8125,26.3113546128555
SpaXicH,10.0,3761.25,25.670627446903854
threshold_,3.0,3872.6666666666665,25.520494015945207
wknihil,8.0,4583.142857142857,25.1571303327571
BetaCVN,1.0,3308.0,25.65615462868769
tjdiegoss,6.0,4030.1666666666665,25.531018823613095
nickswo,17.0,3942.818181818182,25.733306109273556
LadyTrax,2.0,2939.5,26.811830535571545
wschiang,12.0,2394.8571428571427,26.10351934767392
KpoLLl,4.0,5202.333333333333,24.841707878481856
lrossouw,3.0,4040.3333333333335,25.41359026047402
dirkweber,9.0,4448.0,25.099208191928266
Jadee_,2.0,973.5,27.20418035030104
KnightFury,8.0,3997.375,25.60817958165848
glheureux,13.0,4099.3,25.32080492368518
meccashoo,1.0,1146.0,27.00817757009346
Raddi27,15.0,3902.5833333333335,25.490227163019654
Kam_ironka,4.0,4520.0,24.986724595703595
massive4r7,8.0,3774.714285714286,25.66750644664768
otto-werner,10.0,3104.2,25.93822284120248
Cheekeemunkee,3.0,6173.5,24.061860130404614
bartos15,2.0,3533.5,25.826502235919456
Molehole,1.0,4947.0,25.03409090909091
zanoktica,20.0,2590.25,26.278178231413488
ebichus,7.0,6127.6,23.870089476093
DTRASH,2.0,1759.5,26.39717721165026
boygroovy,2.0,3887.5,25.51320707070707
adjjz,48.0,2841.3,26.228198042389884
scorzh,22.0,2817.5882352941176,26.296784691108513
fatso4gotso,3.0,1306.0,27.26030405578814
RolanMS,4.0,4665.5,25.194024617149815
guachafita,1.0,347.0,28.271084337349397
radiohead108,3.0,1398.6666666666667,26.779109734685054
jcrisosto,2.0,3631.0,25.406930389451087
Oxmark,2.0,3403.5,25.642310814185812
JessBarker182,14.0,3227.3846153846152,25.878966593200882
Perezchapa,38.0,3177.4242424242425,25.995432679990152
supersexy_jesus,1.0,9433.0,22.397634313508732
KBates,6.0,2791.0,26.43917041686661
bizzlesticks,7.0,4915.8,24.102406013719513
louiseypops,1.0,1099.0,27.143386897404202
Cort_90,7.0,4264.333333333333,25.241987477261237
thefetishman,6.0,2665.3333333333335,26.41946417041189
butrom4ik,30.0,3572.9583333333335,25.680043003136912
thyroxyclean,2.0,2702.0,26.562286689419796
StrozeR,28.0,3301.2608695652175,26.020614135377173
Susy_Susy,18.0,4006.090909090909,25.559845544319533
Vii-Pii,28.0,3270.12,26.015721200703577
stavorsm,2.0,4227.0,25.335125774699236
anita_ura,5.0,3471.0,25.68894844530931
Anno1095,5.0,4825.2,25.093066538821265
JAky6oBi4,12.0,3619.7272727272725,25.855256726692804
narcease,12.0,3836.0,25.547625547433448
Paketzi,1.0,5616.0,24.578053435114505
naioOblue,11.0,3561.1,25.670039343698885
ark1424,3.0,201.0,26.597560975609756
splnlss,4.0,5109.333333333333,24.774247097395136
gasheadau,2.0,5437.0,24.596017765693077
Blezis,3.0,7182.5,23.842931082808782
garamiz,1.0,11031.0,21.538475993610824
MeltingWax,1.0,5240.0,25.001438848920863
T_Mobile,5.0,7020.0,23.80448418222263
DesignToKill,33.0,3810.1785714285716,25.61240498775274
th-feddo,5.0,3796.25,25.615224310470843
cemetery12345,1.0,8440.0,22.839627329192545
kuvaldin,27.0,2943.904761904762,26.116894373459395
ciscai,3.0,7112.0,23.671200498915802
love2world,6.0,5366.4,24.77915991540108
carstensen1981,8.0,5218.875,24.79730649362
BloodySun,6.0,1680.75,27.24310785963863
ruinofearth,5.0,2304.4,26.805326695729065
kupteri,10.0,4233.222222222223,25.46607385332965
cherokeered,16.0,3151.785714285714,25.970791485133415
Sebas_Hollow,3.0,2897.3333333333335,25.964084808902964
mosherboyuk,4.0,3305.25,26.28990248491268
bernardolm,12.0,2896.909090909091,26.358990748226166
AV_Virus320,49.0,3549.025,25.809600027565363
Aitra,1.0,863.0,27.072026800670017
bobbythebuff29,3.0,3747.6666666666665,25.74736275274604
kogui_,3.0,2143.0,26.064831420191524
snusmumrikken,1.0,9433.0,22.397634313508732
drogachina,19.0,3820.1176470588234,25.647462850421093
ppeeaacchhiiee,18.0,3081.5,26.0669671037546
GemmabearRAVE,5.0,4505.2,25.029264908946782
lonelyartist,2.0,1519.0,27.11348623853211
punctuationsfun,11.0,5065.0,25.28995462920684
Jaina999,44.0,2815.5945945945946,26.194583670192007
jwalkersf,2.0,774.0,27.882575757575758
vvtosiavv,21.0,3045.764705882353,26.117750088298095
libertine93,3.0,5566.666666666667,24.784306441941624
lolshizuka,47.0,3317.285714285714,26.003403055934378
poxpotz,4.0,6392.666666666667,24.251550161253977
MrsPrecious,11.0,3604.909090909091,25.817466551723612
brucemclaren,1.0,527.0,26.737179487179485
MissNeona,2.0,4848.5,24.926919762311208
Edgar821,1.0,8440.0,22.839627329192545
AddamsS2manson,2.0,1982.5,26.404475655043292
evyportilho,1.0,5240.0,25.001438848920863
Mind_Plague,35.0,2528.230769230769,26.5604864959298
Skallagrimsson,1.0,3270.0,25.719545767377838
kazoohira,9.0,4657.666666666667,25.208303666793256
kingmathews,8.0,3181.8571428571427,25.98215423397797
Su4ilda,12.0,3276.8571428571427,25.868683687209828
Darknessjuhx,1.0,3132.0,25.849295265630648
guitintel,8.0,1194.7142857142858,27.307001371616934
Trieangel,16.0,3118.25,25.982015757156585
hudsonwlamir,2.0,3826.0,25.41800993066712
DaftJarre,2.0,3641.0,25.96315468940317
hemhemajah,6.0,4750.2,25.100575198167256
M-a-r-i-o-l-k-a,4.0,2672.0,26.218111811917186
adlevrs,2.0,6566.5,24.013132877009994
LSamuelDawson,24.0,2862.6190476190477,26.276977941129285
CharlineC,1.0,1517.0,27.572135201978565
LadyDarkMetall,4.0,1449.0,26.858041571568997
nasjongill,3.0,3450.5,25.563238078414464
Vikernest777,8.0,5080.0,25.157591417568266
andychan977,18.0,3403.6428571428573,25.9116824598056
Lulupr,3.0,3052.3333333333335,25.678420975178767
claxell93,1.0,5784.0,24.502773668639055
Tylar112,4.0,3549.5,25.898087366485306
-moonflower-,3.0,3053.6666666666665,26.1370965900969
ElectronAoi,3.0,530.0,27.258806126963062
heartcore20008,10.0,4691.5,25.27025887859
play___dead,11.0,2969.8888888888887,26.178833486329196
keskiyonaurinko,1.0,9433.0,22.397634313508732
chefcarlitos,7.0,4371.833333333333,25.294149932223068
telj1,1.0,1004.0,27.147727272727273
damico,2.0,1619.0,27.063693489986328
DaRoN_Malakian,7.0,4402.428571428572,25.061249140074658
AdolfoAMFM,29.0,3005.04,26.115189986383868
metalsquad,37.0,3731.535714285714,25.693496579919735
Frozone_135,3.0,5071.0,24.831309073017042
GewaltUndSo,1.0,1125.0,27.875148632580263
matt3454,2.0,6332.5,24.083055549746696
gneumann,24.0,2387.294117647059,26.51218657492767
kovaks2,2.0,9062.0,22.673084150651565
Funky_Nickie,1.0,2729.0,26.080706179066834
freelancing_god,30.0,3417.0476190476193,25.753746480076973
Ciono,10.0,2616.0,26.482682471846452
NittyL,11.0,2270.5,26.707523944890827
davidlanier,7.0,3807.1666666666665,25.814252576444204
weino523,9.0,3877.0,25.41784063505183
kenkeenan,3.0,3187.3333333333335,25.68431340307482
crazedmom,3.0,5165.5,24.379015615793374
miguelodrigues,1.0,11031.0,21.538475993610824
Desert4PL,5.0,2184.25,26.207062085301924
LauviahQLF,1.0,531.0,27.682692307692307
jiminhanse,3.0,6251.5,24.13124300801697
just_justine,4.0,3515.0,25.890855155946845
Vihko,1.0,1306.0,27.651162790697676
allysonlindsey,14.0,3878.818181818182,25.67698174641619
ty01,7.0,3794.0,25.81770251796153
TheBitterEnd90,47.0,3216.5641025641025,26.0170019161782
bloodyfeces,3.0,1109.0,27.435686397032498
gimmickygames,11.0,4063.75,25.384342627338462
akin0,14.0,3020.25,26.2451833071718
hildred,22.0,3276.4210526315787,25.866305349543047
fleaverkid,3.0,4548.0,25.236063664596273
politehnik,45.0,3129.735294117647,26.098568624329737
raimunda418,1.0,9433.0,22.397634313508732
APoC23,4.0,2598.3333333333335,26.334447986678494
trikitixa,4.0,4218.75,25.152787981506684
emreyakin,13.0,2669.8571428571427,26.456520328869264
Colambiana,30.0,3771.7083333333335,25.426939361631156
arezar272,1.0,1417.0,27.360641139804095
maskara_snake,5.0,4514.4,25.179792386134427
Ab-ins-Nirvana,2.0,9433.0,22.397634313508732
C_Shadow,14.0,3345.0,25.799005441073273
koofreti,6.0,1914.4,26.996728404394855
asmobeast,1.0,9433.0,22.397634313508732
jotace91,3.0,4345.0,25.607924953429386
Sacrut,2.0,7132.0,23.657661985647813
ubersander,7.0,3470.6666666666665,25.813481516844792
quark4mark,2.0,4947.0,25.03409090909091
Daltroliver,2.0,3824.5,25.687611623217627
happy_vlad,3.0,2032.0,27.214010422979033
purpurite,1.0,1500.0,26.90596137699412
BlueFalco,13.0,4335.909090909091,25.180404457995998
loujonker,5.0,2652.4,25.836585179553015
testadaz,15.0,4459.888888888889,25.179171038908336
andemar,1.0,2135.0,26.2853170189099
kage24,3.0,5467.0,24.291085234205593
DougMarques26,4.0,4242.333333333333,25.401472118691903
psycz,2.0,4527.0,25.111159718008444
Aquacoolled,6.0,4396.2,24.98661526441993
guinevere88,3.0,4295.0,25.347795508754817
jotro,13.0,3744.3636363636365,25.462898045460573
Severian427,38.0,3297.814814814815,25.841883806620928
mrx3d,15.0,4512.0,25.201069494797512
betterthedevil,11.0,4158.777777777777,25.375090066390985
bobdeker,17.0,4084.4285714285716,25.464368292060435
M2003Real,20.0,3407.4117647058824,25.961618193410462
twinky91,1.0,5784.0,24.502773668639055
Xizzzy,16.0,3920.8333333333335,25.57222870808231
NastiaPositive,15.0,3118.25,26.171464572752242
StafyShinnisy,8.0,2732.0,26.22695331305778
pastahuussi,6.0,3488.4,25.56738589219355
malcoolm,45.0,2653.714285714286,26.244901041935044
HEPB,6.0,3059.2,26.1438371102008
Jucifer666,22.0,3317.9444444444443,25.768651343364272
Keira2016,7.0,6547.5,24.00588923648493
tsute2,33.0,2256.84,26.55761150247088
jassol,4.0,5392.333333333333,25.00111987588426
cjlines,2.0,2003.5,26.82971186763028
Voxefx,34.0,2864.48,26.254653735897854
gustavolamounie,7.0,3894.8,25.464014725036968
kathryn_indie,37.0,3312.8,25.752042916476874
brennan911,5.0,2531.25,26.396882117661338
hansvrijmoed,5.0,4726.333333333333,24.824926143687374
trecool7,10.0,4696.625,24.958010237149594
ul94,28.0,3921.2105263157896,25.521843562391076
georgialebreton,4.0,3514.5,26.072852802905913
slaughterer05,1.0,11031.0,21.538475993610824
nycpierre,1.0,321.0,27.226993865030675
francikfq,1.0,1784.0,27.512593601089176
chadski586,3.0,3748.0,25.387026751011074
soundlocked,20.0,3766.6111111111113,25.64060215960477
podbiel1995,25.0,3667.72,25.544851910822512
Terr0rizer,10.0,4028.0,25.743746927969692
kwohlrab,3.0,5874.0,24.24789097894012
Longhorns5,7.0,2729.8333333333335,26.041746433972687
campoelectrico,2.0,7115.5,23.860279787335518
pwarriner,3.0,4634.333333333333,25.270950009431683
Oldteller,2.0,7608.5,23.45020399107389
overdrivenblues,17.0,5039.642857142857,24.92254713595731
TlRON,2.0,1557.0,26.04895666131621
Tsasil,2.0,4139.0,25.439286723163843
Shaiit,48.0,3158.4761904761904,26.040772930275022
malihan,3.0,4437.5,25.558316329696275
Skirzit,7.0,6953.8,23.98526947224633
alipi,1.0,1246.0,27.232804232804234
aidanrynne,9.0,1795.0,26.768590263293763
amaidadde,6.0,2358.0,26.317690839506092
J2326,36.0,3295.6206896551726,25.979360591495745
Alex_Konner,11.0,3354.777777777778,25.757282054402847
G-Frater,1.0,3300.0,25.879158180583843
Hreductor,16.0,5424.846153846154,24.64636375280096
vojislavm79,18.0,4372.294117647059,25.242462850333318
reb_matuzalem,4.0,3686.0,25.617521367521366
clark_,27.0,3191.304347826087,25.976200556998343
_Emperor_,39.0,3341.8,25.85146913285046
Paulina_Pln,2.0,475.0,28.22463768115942
shakur23x,41.0,3204.4848484848485,25.94697459006061
ZaadNica,1.0,661.0,26.7169373549884
julienx_,6.0,2821.0,26.140502241475332
Melasa,2.0,3948.5,25.721847230377765
igorclark,3.0,7747.333333333333,23.391847806498152
MinusZeeHero,1.0,1445.0,26.861579414374447
deathending,2.0,3154.0,26.140723821578113
acfsa,4.0,1444.0,26.58975276464614
newcorpse,3.0,2775.5,26.29259339650943
SkitsOphrenINC,4.0,2698.25,26.30041913084233
Marmer,9.0,3607.285714285714,25.70251871375615
DEG_fan,1.0,2135.0,26.2853170189099
supermpaulo,2.0,1653.0,27.28817655841732
rockijosh,1.0,3530.0,25.758522727272727
tipar,29.0,2791.8636363636365,26.09685516004737
hosannanthero,3.0,1669.0,27.628233555062824
MrsVonUndZuPum,17.0,3806.285714285714,25.52082597788539
cokguzeliyioldu,2.0,4866.5,24.707976036424753
spartanreach117,1.0,2093.0,27.055745164960182
daemmerfarben,1.0,4063.0,25.422858686841394
myribsbroke,14.0,3871.7,25.615932705770753
redz999,5.0,4935.0,25.089591567852437
Telepadune,13.0,4271.454545454545,25.21473486371697
manatic,38.0,2867.5454545454545,26.116358315798465
Algero,6.0,6220.8,24.13936896324544
suzanabferr,1.0,2853.0,25.77951180472189
Teenkeelz,4.0,4454.75,25.388269245457586
JP_-,9.0,6432.0,24.012999643798917
Truja,1.0,11031.0,21.538475993610824
isabela_cristal,1.0,506.0,29.08469055374593
Kopremesis666,13.0,4187.333333333333,25.34669767449701
imevilduckie,4.0,4113.666666666667,25.355705028180974
nigilist,4.0,2827.3333333333335,26.188440144759827
FanniBlake,6.0,6511.166666666667,23.93760188029969
TheMongKey,32.0,3342.1363636363635,26.019463890340315
SinistrOO,48.0,2655.972222222222,26.090438476118162
cyberev,3.0,1967.6666666666667,26.686464755068688
Lewishalo,38.0,3828.4615384615386,25.63342617543139
purpleyo89,29.0,4195.8,25.499298161138917
SoulBurn_,36.0,3283.3214285714284,25.791925046209364
Vina__Apsara,3.0,3124.0,26.393592491616648
oefome,2.0,2819.0,26.353989469420817
xDubsterx,1.0,8991.0,22.719120725750173
Nosferatu_Svift,45.0,3126.837837837838,26.120061348320576
orionw,27.0,3806.0,25.54480171170665
Radiowned,2.0,2448.0,26.982338902147973
Robotko3000,21.0,3185.7368421052633,26.027052195010878
thesuganator,9.0,5054.428571428572,24.89082376808646
-agnes-,1.0,8991.0,22.719120725750173
AnnFuu,16.0,3867.230769230769,25.50725423283952
recrea33,8.0,3861.4,25.387677190889185
zebrarium,12.0,4203.5,25.394218383711216
TullioFernandes,5.0,2991.8,26.069988922736975
dewingedmusic,29.0,2677.84,26.357595162794983
vitvixen,1.0,3270.0,25.719545767377838
devilgen,15.0,2877.846153846154,26.145895431171883
DrummrGrl86,7.0,4108.333333333333,25.474318376764767
tr67,2.0,2501.0,26.412856965554667
Ekript_Izzekt,24.0,4182.421052631579,25.224556007281727
ovawiss,1.0,3039.0,26.62635311683464
Mohammedben,1.0,509.0,26.75084175084175
muzaboz,5.0,3426.8,25.683999629237587
milfodd,2.0,4342.0,25.004785120982305
jncnza,3.0,2506.0,26.52934473319286
polityk2,24.0,2988.55,26.170075705624935
poke_audio,5.0,3717.0,25.646114005732663
ericnjurio,15.0,4829.384615384615,24.998751588694514
DinoKidMusic,3.0,4238.0,25.153876276464132
kubikjuice,3.0,2619.0,25.86893232106892
Paul-TC,4.0,3259.5,25.711583559731224
raphaelvalente,32.0,2702.6428571428573,26.249321967441414
admart21,15.0,1585.111111111111,26.49350066957266
eihele,2.0,2689.5,26.314630584220957
Shiro-tan,1.0,3631.0,25.406930389451087
frozen_blood,9.0,5900.5,24.210675134543013
cammiixx,1.0,1306.0,27.651162790697676
NakoNiNag,3.0,2984.3333333333335,26.2920755379231
veylaron,1.0,4037.0,25.60911074740862
Alissonmello13,4.0,2128.0,26.148624811143897
bruyer,4.0,4753.75,25.048865516582673
Octodeus,12.0,3089.4444444444443,26.06289076601349
elchumaine,1.0,8991.0,22.719120725750173
electriksheep,34.0,3075.777777777778,25.92017060873869
Cepetis,10.0,3795.375,25.73997000024459
donquijote82,5.0,2810.6,26.26602376958695
TechnoToy,3.0,5521.0,24.471839066302845
darksmiley_ver2,34.0,3107.3214285714284,26.09246314029881
Satanprayer97,42.0,2836.4411764705883,26.191576526154495
Alex19nnov,5.0,3839.0,25.377799528641876
RuNe_N00b,4.0,4462.0,25.1171040319011
bump58,39.0,3407.5,25.812065162663135
stigvig,2.0,6427.0,24.134293757244578
swoohn,1.0,665.0,28.505938242280283
BionicFunhouse,2.0,8535.5,22.878524719969256
h-note,14.0,3722.0,25.72774388433265
spinsushispin,5.0,4846.75,25.046491507454576
LordFran,2.0,8042.0,23.26340651672124
CT79,5.0,3630.0,25.400729233493443
Nillen,2.0,1044.5,27.338227296158447
KhaelThas,1.0,225.0,27.182795698924732
wrekc,2.0,2706.0,26.331066723331915
trombone13,5.0,2133.5,26.287802533350586
Durruti,6.0,2714.0,26.233897568556916
csullivan002,2.0,2471.5,26.44575791388706
kellykristen,11.0,3219.6363636363635,25.84667067389544
krejzi_dajmond,16.0,3892.5625,25.574920293532127
Saicomantis,17.0,3444.153846153846,25.902666138866127
minthemix,2.0,889.0,26.326930268328994
NotWavingButBunty,3.0,4960.0,25.14484527384449
Jaihanon,4.0,4800.0,25.03848901088343
derelictherds,5.0,6213.5,24.18086803343545
Last_November,1.0,1534.0,26.852244897959185
astonished,2.0,4947.0,25.03409090909091
gothflowers,4.0,3636.5,25.987411312224488
AltisXRS,2.0,2914.5,26.08077164448396
clau3131,4.0,4033.5,25.6139167274161
Wonrei,32.0,3108.1923076923076,25.973537181146
peerapa,6.0,4028.5,25.56246578011856
mimokarasik,3.0,1684.0,27.113996011066074
SergeyKuleshov,1.0,6427.0,24.134293757244578
warchild14,24.0,3820.0555555555557,25.57690736718276
m0d01,26.0,3005.35,26.00926001783738
orangesforpopo,2.0,3384.5,25.876962705086655
Scholknick,3.0,5089.333333333333,24.934975462804346
Alien_Six,28.0,3542.181818181818,25.798097451377
leticiamotta182,8.0,2635.1666666666665,26.58954959161044
notsmartdum,1.0,439.0,25.218106995884774
supermoy666,5.0,5501.4,24.59881037197311
Olga_Smith,1.0,1361.0,26.862559241706162
benaroyal,1.0,639.0,28.622222222222224
superjurnior,6.0,3499.2,25.832906777506984
rorakii,8.0,4100.8,25.460247352844892
adamberces,1.0,966.0,27.168345323741008
umpalumpa61,1.0,322.0,27.98701298701299
Crazthonfry,20.0,4284.1875,25.454012090873125
jaumesclub,7.0,5481.8,24.584524098949167
Brother_Sport,47.0,2976.529411764706,26.30378144020558
heurtebise,7.0,1527.8,27.197085206154515
Dec0mposer,26.0,3364.764705882353,26.21167111928452
darkeyes_lewj,40.0,3552.2258064516127,25.72150295112686
AlexandreGable,4.0,4682.666666666667,25.244370065056994
SuperiorSian,2.0,2866.0,26.525546120952107
a_m_r,9.0,4811.285714285715,25.00955784841266
avallone_a,1.0,2238.0,26.66
wckey,21.0,3146.1875,25.77284159923781
jailtonds,5.0,1655.25,26.728022602528274
JGuedes,3.0,1390.3333333333333,26.169255763964443
AdamRandalYoung,8.0,5460.0,24.841589094301156
Visvaya,3.0,4298.0,25.143963528839276
junkit,4.0,4096.0,25.475539602548253
NUTZik,41.0,3398.1290322580644,25.782493349007737
hedgehoglet,16.0,4011.9166666666665,25.32523089893237
xxkociaxx,2.0,1897.5,27.117430068855604
queeroid,45.0,2807.0555555555557,26.233618829784554
bitemelestat,1.0,460.0,26.873015873015873
without_nerf,7.0,3177.1666666666665,26.03411194450327
JDominion,4.0,2018.5,26.616348122866896
Dimashaa,13.0,3107.8333333333335,25.94237592155315
Swegnert,15.0,3271.090909090909,26.093669110682086
IIfriT,20.0,3799.3125,25.650682466749892
heymarif,4.0,6233.333333333333,24.124927129642582
tees3r,3.0,3297.3333333333335,26.05854271327225
